,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
10,"COC(=CC=C(C(=O)[O-])F)C(=O)[O-].CON=CC(=NOC)OC.COc1ccc(c2c1c1cc(C(=O)[O-])c(cc1cc2F)OC)C(=O)[O-].[Cu][Cu] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_786",Zn.LTURVWAHJLFPID.PUSGICGJKLZYMF.UMHKWTHGSSXQLQ.MOFkey-v1.acs,['[Cu][Cu]'],"['COC(=CC=C(C(=O)[O-])F)C(=O)[O-]', 'CON=CC(=NOC)OC', 'COc1ccc(c2c1c1cc(C(=O)[O-])c(cc1cc2F)OC)C(=O)[O-]']",COC(=CC=C(C(=O)[O-])F)C(=O)[O-].CON=CC(=NOC)OC.COc1ccc(c2c1c1cc(C(=O)[O-])c(cc1cc2F)OC)C(=O)[O-].[Cu][Cu],"acs,nbo",0,mof_unit_pretest_786
11,"Brc1cc(ccc1c1ccc(c(c1)Br)C(=O)[O-])C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[O].[V] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_787",Zn.JDAMOGLCGWYKGH.QIWFGWUGUGCLGD.ZFRNIGUELNFJCA.MOFkey-v1.acs,"['[O]', '[V]']","['Brc1cc(ccc1c1ccc(c(c1)Br)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]']",Brc1cc(ccc1c1ccc(c(c1)Br)C(=O)[O-])C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[O].[V],"acs,nbo",0,mof_unit_pretest_787
12,"[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1cc(c(cc1S(O)([O])[O])C(=O)[O-])S(O)([O])[O].[Zn][Zn].n1ccncc1 MOFid-v1.acs,nbo.cat0;mof_unit_pretest_788","Zn.PCVOPQHLVAWWRS.MOFkey-v1.acs
PPTN.DQVHISRKQFCIBF.RLEDUPHDSXTKAT.MOFkey-v1.acs",['[Zn][Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)c1cc(c(cc1S(O)([O])[O])C(=O)[O-])S(O)([O])[O]', 'n1ccncc1']",[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1cc(c(cc1S(O)([O])[O])C(=O)[O-])S(O)([O])[O].[Zn][Zn].n1ccncc1,"acs,nbo",0,mof_unit_pretest_788
13,"CCCOc1cc(cc(c1c1c(OCCC)cc(cc1OCCC)C(=O)[O-])OCCC)C(=O)[O-].CCCOc1cncc(c1c1c(OCCC)cncc1OCCC)OCCC.[Zn][Zn] MOFid-v1.acs,pcu.cat0;mof_unit_pretest_789",Ba.ZQNGJAUBXBPFHI.MOFkey-v1.acs,['[Zn][Zn]'],"['CCCOc1cc(cc(c1c1c(OCCC)cc(cc1OCCC)C(=O)[O-])OCCC)C(=O)[O-]', 'CCCOc1cncc(c1c1c(OCCC)cncc1OCCC)OCCC']",CCCOc1cc(cc(c1c1c(OCCC)cc(cc1OCCC)C(=O)[O-])OCCC)C(=O)[O-].CCCOc1cncc(c1c1c(OCCC)cncc1OCCC)OCCC.[Zn][Zn],"acs,pcu",0,mof_unit_pretest_789
14,"[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)[CH][CH]c1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccncc1 MOFid-v1.ERROR,nbo.cat0;mof_unit_pretest_790",V.BJXPRLFSOBLMDW.IUCPZNVTXMASAX.KNDALNICGDMHIW.SYXITMCONVTITP.MOFkey-v1.ERROR,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)[CH][CH]c1ccc(cc1)C(=O)[O-]', 'n1ccncc1']",[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)[CH][CH]c1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccncc1,"ERROR,nbo",0,mof_unit_pretest_790
15,"O=C[N][C](C(=N)C=O)I.O=Cc1c(c2ccc(cc2)I)c(C(=O)[O-])c(c(c1C(=O)[O-])c1ccccc1)C=O.[Cu][Cu].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_791",Zn.RRVOVCZZTSWZHG.RZJSOKVRINWMAQ.XMWCSBOEDUCGFV.MOFkey-v1.acs,['[Cu][Cu]'],"['O=C[N][C](C(=N)C=O)I', 'O=Cc1c(c2ccc(cc2)I)c(C(=O)[O-])c(c(c1C(=O)[O-])c1ccccc1)C=O', '[O-]C(=O)C=CC=CC(=O)[O-]']",O=C[N][C](C(=N)C=O)I.O=Cc1c(c2ccc(cc2)I)c(C(=O)[O-])c(c(c1C(=O)[O-])c1ccccc1)C=O.[Cu][Cu].[O-]C(=O)C=CC=CC(=O)[O-],"acs,nbo",0,mof_unit_pretest_791
16,"N1=C[C](C=N1)c1ccc(c2c1CC2)C1=C[N]N=C1.N1=NC=C([CH]1)[C]1C=CC(=C2C=NN=C2)[C]2[C]1CC2.OC(=O)C1CC2(CCC1(CC2)C1=C[N]N=C1)[C]1C=NN=C1.OC(=O)C1Cc2c1c(ccc2C1=C[N]N=C1)[C]1C=NN=C1C(=O)O.[Ni] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_792",Zn.RRVOVCZZTSWZHG.RZJSOKVRINWMAQ.XMWCSBOEDUCGFV.MOFkey-v1.acs,['[Ni]'],"['N1=C[C](C=N1)c1ccc(c2c1CC2)C1=C[N]N=C1', 'N1=NC=C([CH]1)[C]1C=CC(=C2C=NN=C2)[C]2[C]1CC2', 'OC(=O)C1CC2(CCC1(CC2)C1=C[N]N=C1)[C]1C=NN=C1', 'OC(=O)C1Cc2c1c(ccc2C1=C[N]N=C1)[C]1C=NN=C1C(=O)O']",N1=C[C](C=N1)c1ccc(c2c1CC2)C1=C[N]N=C1.N1=NC=C([CH]1)[C]1C=CC(=C2C=NN=C2)[C]2[C]1CC2.OC(=O)C1CC2(CCC1(CC2)C1=C[N]N=C1)[C]1C=NN=C1.OC(=O)C1Cc2c1c(ccc2C1=C[N]N=C1)[C]1C=NN=C1C(=O)O.[Ni],"acs,nbo",0,mof_unit_pretest_792
17,"CCCc1cc(c(cc1C(=O)[O-])Cl)c1ccc(cc1Cl)C(=O)[O-].[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl.[O].[V] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_793",Zn.GZAAWWULVSUCDV.XWDDRRAAEQOLLX.MOFkey-v1.acs,"['[O]', '[V]']","['CCCc1cc(c(cc1C(=O)[O-])Cl)c1ccc(cc1Cl)C(=O)[O-]', '[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl']",CCCc1cc(c(cc1C(=O)[O-])Cl)c1ccc(cc1Cl)C(=O)[O-].[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl.[O].[V],"acs,nbo",0,mof_unit_pretest_793
18,"[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1)O)C(=O)[O-].[Zn][Zn].c1ccc2c(c1)nccn2 MOFid-v1.acs,nbo.cat0;mof_unit_pretest_794",,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1)O)C(=O)[O-]', 'c1ccc2c(c1)nccn2']",[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1)O)C(=O)[O-].[Zn][Zn].c1ccc2c(c1)nccn2,"acs,nbo",0,mof_unit_pretest_794
19,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])Cl)Br)Cl)Br.[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])Cl)Cl)Cl)Cl.[O].[V] MOFid-v1.ERROR.cat0;mof_unit_pretest_795,Cu.BYPCETAVDFQJLS.HVMNFKUBOVSQCO.RDPPHTSVTQSRAB.MOFkey-v1.ERROR,"['[O]', '[V]']","['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])Cl)Br)Cl)Br', '[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])Cl)Cl)Cl)Cl']",[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])Cl)Br)Cl)Br.[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])Cl)Cl)Cl)Cl.[O].[V],ERROR,0,mof_unit_pretest_795
20,"OC(=O)c1c(C(=O)O)c2ncccc2c2c1ccnc2C(=O)O.[Cu][Cu].[O-]C(=O)C#CC=CC#CC(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(cc(c(c1cc2)C(=O)[O-])Br)C(=O)O MOFid-v1.acs,nbo.cat0;mof_unit_pretest_796",Cr.NUDPNXFBCMHYNW.QBZXMULQHGRHLS.USZXDNVMPDEEBP.ZLUFKHAUVPNHQF.MOFkey-v1.acs,['[Cu][Cu]'],"['OC(=O)c1c(C(=O)O)c2ncccc2c2c1ccnc2C(=O)O', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(cc(c(c1cc2)C(=O)[O-])Br)C(=O)O']",OC(=O)c1c(C(=O)O)c2ncccc2c2c1ccnc2C(=O)O.[Cu][Cu].[O-]C(=O)C#CC=CC#CC(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(cc(c(c1cc2)C(=O)[O-])Br)C(=O)O,"acs,nbo",0,mof_unit_pretest_796
21,"[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1c(O)cc(c2c1cc(cc2)N(=O)=O)C(=O)[O-].[Zn][Zn].c1ccc2c(c1)nccn2 MOFid-v1.ERROR,nbo.cat0;mof_unit_pretest_797",V.BJXPRLFSOBLMDW.IUCPZNVTXMASAX.KNDALNICGDMHIW.SYXITMCONVTITP.MOFkey-v1.ERROR,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', '[O-]C(=O)c1c(O)cc(c2c1cc(cc2)N(=O)=O)C(=O)[O-]', 'c1ccc2c(c1)nccn2']",[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1c(O)cc(c2c1cc(cc2)N(=O)=O)C(=O)[O-].[Zn][Zn].c1ccc2c(c1)nccn2,"ERROR,nbo",0,mof_unit_pretest_797
22,"OC(=O)[C]([C](C(=O)O)C(=O)[O-])[C]([C](C(=O)[O-])O)C(=O)O.ON=C([C]([N]C(=O)O)O)O.[Cu][Cu].[O-]C(=O)c1cc(O)c(c2c1c(O)c(O)c(c2C(=O)O)O)C(=O)[O-] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_798",Ba.AYENDTJBVVTQCM.FXBHRVMQAVRMAZ.MOFkey-v1.acs,['[Cu][Cu]'],"['OC(=O)[C]([C](C(=O)O)C(=O)[O-])[C]([C](C(=O)[O-])O)C(=O)O', 'ON=C([C]([N]C(=O)O)O)O', '[O-]C(=O)c1cc(O)c(c2c1c(O)c(O)c(c2C(=O)O)O)C(=O)[O-]']",OC(=O)[C]([C](C(=O)O)C(=O)[O-])[C]([C](C(=O)[O-])O)C(=O)O.ON=C([C]([N]C(=O)O)O)O.[Cu][Cu].[O-]C(=O)c1cc(O)c(c2c1c(O)c(O)c(c2C(=O)O)O)C(=O)[O-],"acs,nbo",0,mof_unit_pretest_798
23,"CCCN=C(C(=NCCC)C)C.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_799",Zn.SSNMISUJOQAFRR.TXCIFZKDVXVJDW.ZKDZXXPYDMHQND.MOFkey-v1.acs,['[Cu][Cu]'],"['CCCN=C(C(=NCCC)C)C', '[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]']",CCCN=C(C(=NCCC)C)C.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-],"acs,nbo",0,mof_unit_pretest_799
24,[Cr][O]([Cr])[Cr].[O-]C(=O)C12CCC(C(C1)F)(C(C2C)F)C(=O)[O-].[O-]C(=O)[CH][CH]C=CC(=O)[O-].[O-]C(=O)[CH][CH][CH][C](C(=O)[O-])F MOFid-v1.pcu.cat0;mof_unit_pretest_800,Zn.FDFGHPKPHFUHBP.GGIMNHAXVYSENI.KYNMYXAEDAHLAA.MOFkey-v1.pcu,['[Cr][O]([Cr])[Cr]'],"['[O-]C(=O)C12CCC(C(C1)F)(C(C2C)F)C(=O)[O-]', '[O-]C(=O)[CH][CH]C=CC(=O)[O-]', '[O-]C(=O)[CH][CH][CH][C](C(=O)[O-])F']",[Cr][O]([Cr])[Cr].[O-]C(=O)C12CCC(C(C1)F)(C(C2C)F)C(=O)[O-].[O-]C(=O)[CH][CH]C=CC(=O)[O-].[O-]C(=O)[CH][CH][CH][C](C(=O)[O-])F,pcu,0,mof_unit_pretest_800
