,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
10,"Oc1ccc2c(c1)nccn2.[Cu][Cu].[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1c(N)ccc2)C(=O)[O-] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_233","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['Oc1ccc2c(c1)nccn2', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1c(N)ccc2)C(=O)[O-]']",Oc1ccc2c(c1)nccn2.[Cu][Cu].[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1c(N)ccc2)C(=O)[O-],"ERROR,acs",0,mof_unit_pretest_233
11,"CNC(=N)C=N.CNc1ccc(c2c1c1cc(C(=O)[O-])c(c(c1cc2)Cl)Cl)C(=O)[O-].[Cu][Cu].[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_234","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['CNC(=N)C=N', 'CNc1ccc(c2c1c1cc(C(=O)[O-])c(c(c1cc2)Cl)Cl)C(=O)[O-]', '[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl']",CNC(=N)C=N.CNc1ccc(c2c1c1cc(C(=O)[O-])c(c(c1cc2)Cl)Cl)C(=O)[O-].[Cu][Cu].[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl,"ERROR,acs",0,mof_unit_pretest_234
12,"N#CC1C(C(=O)O)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2.N=N.[Cu][Cu].[O-]C(=O)[CH][C](C(=O)O)C(=O)[O-] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_235","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['N#CC1C(C(=O)O)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2', 'N=N', '[O-]C(=O)[CH][C](C(=O)O)C(=O)[O-]']",N#CC1C(C(=O)O)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2.N=N.[Cu][Cu].[O-]C(=O)[CH][C](C(=O)O)C(=O)[O-],"ERROR,acs",0,mof_unit_pretest_235
13,"N=N.O=C[C]([C]([C](C(=O)[O-])C=O)C=O)[C](C(=O)[O-])C=O.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_236","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][Zn]'],"['N=N', 'O=C[C]([C]([C](C(=O)[O-])C=O)C=O)[C](C(=O)[O-])C=O', '[O-]C(=O)C=CC(=O)[O-]']",N=N.O=C[C]([C]([C](C(=O)[O-])C=O)C=O)[C](C(=O)[O-])C=O.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn],"ERROR,acs",0,mof_unit_pretest_236
14,"CCC1Cc2c1c(ccc2[C]1C=NN=C1)C1=C[N]N=C1.CCc1c(F)c(cc2c1cc(cc2)C1=C[N]N=C1)[C]1C=NN=C1F.FC1=C[C]=C2C(=C1C1=C[N]N=C1)CC2.Fc1cc(cc2c1cc(cc2)[C]1C=NN=C1)C1=C[N]N=C1.[CH]1[C]=CN=N1.[Ni] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_237","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Ni]'],"['CCC1Cc2c1c(ccc2[C]1C=NN=C1)C1=C[N]N=C1', 'CCc1c(F)c(cc2c1cc(cc2)C1=C[N]N=C1)[C]1C=NN=C1F', 'FC1=C[C]=C2C(=C1C1=C[N]N=C1)CC2', 'Fc1cc(cc2c1cc(cc2)[C]1C=NN=C1)C1=C[N]N=C1', '[CH]1[C]=CN=N1']",CCC1Cc2c1c(ccc2[C]1C=NN=C1)C1=C[N]N=C1.CCc1c(F)c(cc2c1cc(cc2)C1=C[N]N=C1)[C]1C=NN=C1F.FC1=C[C]=C2C(=C1C1=C[N]N=C1)CC2.Fc1cc(cc2c1cc(cc2)[C]1C=NN=C1)C1=C[N]N=C1.[CH]1[C]=CN=N1.[Ni],"ERROR,acs",0,mof_unit_pretest_237
15,"CCCOC(=C(C=CC(=O)[O-])OCCC)C(=O)[O-].CCCOC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])OCCC.FC(=N)C(=N)F.[Cu][Cu] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_238","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['CCCOC(=C(C=CC(=O)[O-])OCCC)C(=O)[O-]', 'CCCOC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])OCCC', 'FC(=N)C(=N)F']",CCCOC(=C(C=CC(=O)[O-])OCCC)C(=O)[O-].CCCOC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])OCCC.FC(=N)C(=N)F.[Cu][Cu],"ERROR,acs",0,mof_unit_pretest_238
16,"[Cr][O]([Cr])[Cr].[O-]C(=O)[CH][CH]C=CC(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_239","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cr][O]([Cr])[Cr]'],"['[O-]C(=O)[CH][CH]C=CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']",[Cr][O]([Cr])[Cr].[O-]C(=O)[CH][CH]C=CC(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-],"ERROR,acs",0,mof_unit_pretest_239
17,"C1C(C#N)c2c1nccn2.CCCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.N#Cc1cc2cc(cc3c2c2c1cc(cc2cc3)C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_240","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['C1C(C#N)c2c1nccn2', 'CCCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2', 'N#Cc1cc2cc(cc3c2c2c1cc(cc2cc3)C(=O)[O-])C(=O)[O-]']",C1C(C#N)c2c1nccn2.CCCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.N#Cc1cc2cc(cc3c2c2c1cc(cc2cc3)C(=O)[O-])C(=O)[O-].[Cu][Cu],"ERROR,acs",0,mof_unit_pretest_240
18,"C1C(C=O)c2c1nccn2.O=Cc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_241","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][Zn]'],"['C1C(C=O)c2c1nccn2', 'O=Cc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2', '[O-]C(=O)C=CC=CC(=O)[O-]']",C1C(C=O)c2c1nccn2.O=Cc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn],"ERROR,acs",0,mof_unit_pretest_241
19,"CCCOC1C(N(=O)=O)C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2(N(=O)=O)N(=O)=O)OCCC.CCCOc1cc2c3c4c1c(N(=O)=O)c(cc4ccc3cc(c2N(=O)=O)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_242","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR","['[O]', '[V]']","['CCCOC1C(N(=O)=O)C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2(N(=O)=O)N(=O)=O)OCCC', 'CCCOc1cc2c3c4c1c(N(=O)=O)c(cc4ccc3cc(c2N(=O)=O)C(=O)[O-])C(=O)[O-]']",CCCOC1C(N(=O)=O)C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2(N(=O)=O)N(=O)=O)OCCC.CCCOc1cc2c3c4c1c(N(=O)=O)c(cc4ccc3cc(c2N(=O)=O)C(=O)[O-])C(=O)[O-].[O].[V],"ERROR,acs",0,mof_unit_pretest_242
20,"Ic1ncc2c(c1c1ccccc1)cnc(c2c1ccccc1)I.[O-]C(=O)c1cc2cc(c3ccccc3)c(cc2cc1c1ccccc1)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cc(I)c3c(c1cc2I)cc(cc3)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_243","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][Zn]'],"['Ic1ncc2c(c1c1ccccc1)cnc(c2c1ccccc1)I', '[O-]C(=O)c1cc2cc(c3ccccc3)c(cc2cc1c1ccccc1)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1cc(I)c3c(c1cc2I)cc(cc3)C(=O)[O-]']",Ic1ncc2c(c1c1ccccc1)cnc(c2c1ccccc1)I.[O-]C(=O)c1cc2cc(c3ccccc3)c(cc2cc1c1ccccc1)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cc(I)c3c(c1cc2I)cc(cc3)C(=O)[O-].[Zn][Zn],"ERROR,acs",0,mof_unit_pretest_243
21,"Ic1cc(Cl)c2c(c1)c(C(=O)[O-])c(c(c2C(=O)[O-])Cl)Cl.Ic1cnc2c(n1)c(Cl)ccc2.[Cu][Cu].[O-]C(=O)C#CC12C(Cl)C(Cl)(Cl)C(C(C1(Cl)I)(Cl)I)(C(C2(Cl)I)(Cl)I)C#CC(=O)[O-] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_244","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['Ic1cc(Cl)c2c(c1)c(C(=O)[O-])c(c(c2C(=O)[O-])Cl)Cl', 'Ic1cnc2c(n1)c(Cl)ccc2', '[O-]C(=O)C#CC12C(Cl)C(Cl)(Cl)C(C(C1(Cl)I)(Cl)I)(C(C2(Cl)I)(Cl)I)C#CC(=O)[O-]']",Ic1cc(Cl)c2c(c1)c(C(=O)[O-])c(c(c2C(=O)[O-])Cl)Cl.Ic1cnc2c(n1)c(Cl)ccc2.[Cu][Cu].[O-]C(=O)C#CC12C(Cl)C(Cl)(Cl)C(C(C1(Cl)I)(Cl)I)(C(C2(Cl)I)(Cl)I)C#CC(=O)[O-],"ERROR,acs",0,mof_unit_pretest_244
22,"CCCc1nccnc1CCC.[O-]C(=O)C#CC12CC(N(=O)=O)C(C(C1)N(=O)=O)(C(C2)(N(=O)=O)N(=O)=O)C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_245","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][Zn]'],"['CCCc1nccnc1CCC', '[O-]C(=O)C#CC12CC(N(=O)=O)C(C(C1)N(=O)=O)(C(C2)(N(=O)=O)N(=O)=O)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']",CCCc1nccnc1CCC.[O-]C(=O)C#CC12CC(N(=O)=O)C(C(C1)N(=O)=O)(C(C2)(N(=O)=O)N(=O)=O)C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn],"ERROR,acs",0,mof_unit_pretest_245
23,"NC1(Cl)N2CCN(C1(N)Cl)CC2.[Cu][Cu].[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)Cl)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3ccc3c2c(c(c1)N)C(=O)N(C3=O)c1ccc(c(c1)N)C(=O)[O-])Cl MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_246","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['NC1(Cl)N2CCN(C1(N)Cl)CC2', '[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Cl)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3ccc3c2c(c(c1)N)C(=O)N(C3=O)c1ccc(c(c1)N)C(=O)[O-])Cl']",NC1(Cl)N2CCN(C1(N)Cl)CC2.[Cu][Cu].[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)Cl)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3ccc3c2c(c(c1)N)C(=O)N(C3=O)c1ccc(c(c1)N)C(=O)[O-])Cl,"ERROR,acs",0,mof_unit_pretest_246
24,"CCCOC(=CC(=O)[O-])C=CC(=O)[O-].CCCOC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[Cu][Cu].c1cnc2c(n1)CC2 MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_247",Zn.OOIWTUWDVGBZHA.RAABOESOVLLHRU.UDHIDEWIIQJLOZ.MOFkey-v1.ERROR,['[Cu][Cu]'],"['CCCOC(=CC(=O)[O-])C=CC(=O)[O-]', 'CCCOC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'c1cnc2c(n1)CC2']",CCCOC(=CC(=O)[O-])C=CC(=O)[O-].CCCOC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[Cu][Cu].c1cnc2c(n1)CC2,"ERROR,acs",0,mof_unit_pretest_247
