,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
10,"CCOC1=N[C]2[C](N=C1OCC)CC2(NC)NC.CNc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-].[Zn][Zn] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_611",V.IPXZQQFHVSYHFE.OZNNVVBQWHRHHH.YFCMHOYMSUITSU.YKJOCQJVSXDEDH.MOFkey-v1.nbo,['[Zn][Zn]'],"['CCOC1=N[C]2[C](N=C1OCC)CC2(NC)NC', 'CNc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2', '[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-]']",CCOC1=N[C]2[C](N=C1OCC)CC2(NC)NC.CNc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-].[Zn][Zn],"nbo,bcu",0,mof_unit_pretest_611
11,"CC[C]1[N]c2c(CC)c(CC)c(c(c2[N][C]1I)I)I.CCc1ccc2c(c1I)c(C(=O)[O-])c(c(c2C(=O)[O-])CC)I.[Cu][Cu].[O-]C(=O)C#CC#CC(=O)[O-] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_612",Zn.AMNKHIGWOOADLI.JGPFOFBJKIPCKE.LPPXMQZWQFFDDP.MOFkey-v1.nbo,['[Cu][Cu]'],"['CC[C]1[N]c2c(CC)c(CC)c(c(c2[N][C]1I)I)I', 'CCc1ccc2c(c1I)c(C(=O)[O-])c(c(c2C(=O)[O-])CC)I', '[O-]C(=O)C#CC#CC(=O)[O-]']",CC[C]1[N]c2c(CC)c(CC)c(c(c2[N][C]1I)I)I.CCc1ccc2c(c1I)c(C(=O)[O-])c(c(c2C(=O)[O-])CC)I.[Cu][Cu].[O-]C(=O)C#CC#CC(=O)[O-],"nbo,bcu",0,mof_unit_pretest_612
12,"O=Cc1cc(ccc1C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)c(C=O)cc4c1c2c3cc(C=O)c3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1)C=O)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-].[O].[V] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_613",Zn.FHMIHUSPIJYRRL.MOFkey-v1.nbo,"['[O]', '[V]']","['O=Cc1cc(ccc1C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)c(C=O)cc4c1c2c3cc(C=O)c3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1)C=O)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-]']",O=Cc1cc(ccc1C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)c(C=O)cc4c1c2c3cc(C=O)c3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1)C=O)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-].[O].[V],"nbo,bcu",0,mof_unit_pretest_613
13,"[O-]C(=O)c1c(F)c(F)c2c(c1F)c1c(F)cc(c(c1c(c2F)S([O])(O)[O])C(=O)[O-])F.[O-]C(=O)c1c(F)c(F)c2c(c1F)c1c(F)cc(c(c1c(c2F)S([O])([O])O)C(=O)[O-])F.[O].[V] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_614",V.IPXZQQFHVSYHFE.OZNNVVBQWHRHHH.YFCMHOYMSUITSU.YKJOCQJVSXDEDH.MOFkey-v1.nbo,"['[O]', '[V]']","['[O-]C(=O)c1c(F)c(F)c2c(c1F)c1c(F)cc(c(c1c(c2F)S([O])(O)[O])C(=O)[O-])F', '[O-]C(=O)c1c(F)c(F)c2c(c1F)c1c(F)cc(c(c1c(c2F)S([O])([O])O)C(=O)[O-])F']",[O-]C(=O)c1c(F)c(F)c2c(c1F)c1c(F)cc(c(c1c(c2F)S([O])(O)[O])C(=O)[O-])F.[O-]C(=O)c1c(F)c(F)c2c(c1F)c1c(F)cc(c(c1c(c2F)S([O])([O])O)C(=O)[O-])F.[O].[V],"nbo,bcu",0,mof_unit_pretest_614
14,"CNc1c(NC)c2c(Cl)ncc3c2c2c1c(Cl)ncc2c(c3Cl)Cl.CNc1cc2c(NC)c(cc3c2c2c1c(Cl)c(C(=O)[O-])c(c2cc3)NC)C(=O)[O-].[Cu][Cu].[O-]C(=O)C12CCC(C(C1)Cl)(C(C2)Cl)C(=O)[O-] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_615",Zn.FQXVKGOPUPEXMI.KYMVBVBRCRFHIE.LBOJGRDVKNKRTR.MOFkey-v1.nbo,['[Cu][Cu]'],"['CNc1c(NC)c2c(Cl)ncc3c2c2c1c(Cl)ncc2c(c3Cl)Cl', 'CNc1cc2c(NC)c(cc3c2c2c1c(Cl)c(C(=O)[O-])c(c2cc3)NC)C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)Cl)(C(C2)Cl)C(=O)[O-]']",CNc1c(NC)c2c(Cl)ncc3c2c2c1c(Cl)ncc2c(c3Cl)Cl.CNc1cc2c(NC)c(cc3c2c2c1c(Cl)c(C(=O)[O-])c(c2cc3)NC)C(=O)[O-].[Cu][Cu].[O-]C(=O)C12CCC(C(C1)Cl)(C(C2)Cl)C(=O)[O-],"nbo,bcu",0,mof_unit_pretest_615
15,"CCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)CC.[Cu][Cu].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].c1ncc2c(c1)cncc2 MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_616",Zn.FHMIHUSPIJYRRL.MOFkey-v1.nbo,['[Cu][Cu]'],"['CCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)CC', '[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]', 'c1ncc2c(c1)cncc2']",CCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)CC.[Cu][Cu].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].c1ncc2c(c1)cncc2,"nbo,bcu",0,mof_unit_pretest_616
16,"CCc1c(C(=O)[O-])c(OC)c(c2c1c1ccc3c(c1cc2)c(CC)c(c(c3OC)OC)C(=O)[O-])OC.CCc1cc(C(=O)[O-])c(cc1C1=N[N]C(=N[N]1)c1cc(OC)c(cc1CC)C(=O)[O-])OC.CCc1cc2ccncc2c2c1c1cnccc1cc2CC.[Cu][Cu] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_617",V.IPXZQQFHVSYHFE.OZNNVVBQWHRHHH.YFCMHOYMSUITSU.YKJOCQJVSXDEDH.MOFkey-v1.nbo,['[Cu][Cu]'],"['CCc1c(C(=O)[O-])c(OC)c(c2c1c1ccc3c(c1cc2)c(CC)c(c(c3OC)OC)C(=O)[O-])OC', 'CCc1cc(C(=O)[O-])c(cc1C1=N[N]C(=N[N]1)c1cc(OC)c(cc1CC)C(=O)[O-])OC', 'CCc1cc2ccncc2c2c1c1cnccc1cc2CC']",CCc1c(C(=O)[O-])c(OC)c(c2c1c1ccc3c(c1cc2)c(CC)c(c(c3OC)OC)C(=O)[O-])OC.CCc1cc(C(=O)[O-])c(cc1C1=N[N]C(=N[N]1)c1cc(OC)c(cc1CC)C(=O)[O-])OC.CCc1cc2ccncc2c2c1c1cnccc1cc2CC.[Cu][Cu],"nbo,bcu",0,mof_unit_pretest_617
17,"Cc1cc(F)c2c(c1F)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1C.Fc1cc2c(c(c1C)C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1.[O-]C(=O)c1c(C)c(C)c2c(c1C)cc(c(c2F)C(=O)[O-])F.[O-]C(=O)c1cc2c(F)c(F)c(c(c2cc1F)F)C(=O)[O-].[O].[V] MOFid-v1.ERROR,bcu.cat0;mof_unit_pretest_618",Cu.DKTFNLBCJKLDSW.MXUPQWXRYMSAAW.PQWMDYAWOMOMGL.MOFkey-v1.ERROR,"['[O]', '[V]']","['Cc1cc(F)c2c(c1F)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1C', 'Fc1cc2c(c(c1C)C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1', '[O-]C(=O)c1c(C)c(C)c2c(c1C)cc(c(c2F)C(=O)[O-])F', '[O-]C(=O)c1cc2c(F)c(F)c(c(c2cc1F)F)C(=O)[O-]']",Cc1cc(F)c2c(c1F)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1C.Fc1cc2c(c(c1C)C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1.[O-]C(=O)c1c(C)c(C)c2c(c1C)cc(c(c2F)C(=O)[O-])F.[O-]C(=O)c1cc2c(F)c(F)c(c(c2cc1F)F)C(=O)[O-].[O].[V],"ERROR,bcu",0,mof_unit_pretest_618
18,"N=N.O=C[C]([C](C(=O)[O-])C=O)C(=O)[O-].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[Zn][Zn] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_619",V.IPXZQQFHVSYHFE.OZNNVVBQWHRHHH.YFCMHOYMSUITSU.YKJOCQJVSXDEDH.MOFkey-v1.nbo,['[Zn][Zn]'],"['N=N', 'O=C[C]([C](C(=O)[O-])C=O)C(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]']",N=N.O=C[C]([C](C(=O)[O-])C=O)C(=O)[O-].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[Zn][Zn],"nbo,bcu",0,mof_unit_pretest_619
19,"[Cr][O]([Cr])[Cr].[O-]C(=O)C12CC(Br)C(C(C1)Br)(C(C2)(Br)Br)C(=O)[O-].[O-]C(=O)c1c(Cl)cc(c(c1Cl)Br)C(=O)[O-].[O-]C(=O)c1cc(Br)c(c(c1)Br)C(=O)[O-].[O-]C(=O)c1cc(Br)c(c(c1Cl)Cl)C(=O)[O-].[O-]C(=O)c1cc(Br)c(cc1Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_620",Cu.OVTXEDYZRGTYFE.RMBMHUBIZFMVBB.MOFkey-v1.nbo,['[Cr][O]([Cr])[Cr]'],"['[O-]C(=O)C12CC(Br)C(C(C1)Br)(C(C2)(Br)Br)C(=O)[O-]', '[O-]C(=O)c1c(Cl)cc(c(c1Cl)Br)C(=O)[O-]', '[O-]C(=O)c1cc(Br)c(c(c1)Br)C(=O)[O-]', '[O-]C(=O)c1cc(Br)c(c(c1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Br)c(cc1Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-]']",[Cr][O]([Cr])[Cr].[O-]C(=O)C12CC(Br)C(C(C1)Br)(C(C2)(Br)Br)C(=O)[O-].[O-]C(=O)c1c(Cl)cc(c(c1Cl)Br)C(=O)[O-].[O-]C(=O)c1cc(Br)c(c(c1)Br)C(=O)[O-].[O-]C(=O)c1cc(Br)c(c(c1Cl)Cl)C(=O)[O-].[O-]C(=O)c1cc(Br)c(cc1Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-],"nbo,bcu",0,mof_unit_pretest_620
20,"CN[N][C](C=N)F.CNc1c(cc(c(c1F)N1C(=O)c2cc(NC)c3c4c2c(C1=O)c(NC)cc4c1c2c3c(F)c(NC)c3c2c(c(c1)NC)C(=O)N(C3=O)c1ccc(cc1F)C(=O)[O-])F)C(=O)[O-].C[NH]=C(C=C(C(=O)[O-])F)[CH]C(=O)[O-].[Cu][Cu] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_621",V.IPXZQQFHVSYHFE.OZNNVVBQWHRHHH.YFCMHOYMSUITSU.YKJOCQJVSXDEDH.MOFkey-v1.nbo,['[Cu][Cu]'],"['CN[N][C](C=N)F', 'CNc1c(cc(c(c1F)N1C(=O)c2cc(NC)c3c4c2c(C1=O)c(NC)cc4c1c2c3c(F)c(NC)c3c2c(c(c1)NC)C(=O)N(C3=O)c1ccc(cc1F)C(=O)[O-])F)C(=O)[O-]', 'C[NH]=C(C=C(C(=O)[O-])F)[CH]C(=O)[O-]']",CN[N][C](C=N)F.CNc1c(cc(c(c1F)N1C(=O)c2cc(NC)c3c4c2c(C1=O)c(NC)cc4c1c2c3c(F)c(NC)c3c2c(c(c1)NC)C(=O)N(C3=O)c1ccc(cc1F)C(=O)[O-])F)C(=O)[O-].C[NH]=C(C=C(C(=O)[O-])F)[CH]C(=O)[O-].[Cu][Cu],"nbo,bcu",0,mof_unit_pretest_621
21,"CCCOc1c(c2ccc(c(c2)OCCC)C(=O)[O-])c(F)c(c(c1F)c1ccc(c(c1)OCCC)C(=O)[O-])OCCC.CCCOc1cc(c(cc1c1ccnc(c1)OCCC)OCCC)c1ccnc(c1)OCCC.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_622",Cu.IVHBREJLPGXBAS.KSULJDGYHIVRHM.XBLURBVDPQGOFU.MOFkey-v1.nbo,['[Zn][Zn]'],"['CCCOc1c(c2ccc(c(c2)OCCC)C(=O)[O-])c(F)c(c(c1F)c1ccc(c(c1)OCCC)C(=O)[O-])OCCC', 'CCCOc1cc(c(cc1c1ccnc(c1)OCCC)OCCC)c1ccnc(c1)OCCC', '[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]']",CCCOc1c(c2ccc(c(c2)OCCC)C(=O)[O-])c(F)c(c(c1F)c1ccc(c(c1)OCCC)C(=O)[O-])OCCC.CCCOc1cc(c(cc1c1ccnc(c1)OCCC)OCCC)c1ccnc(c1)OCCC.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn],"nbo,bcu",0,mof_unit_pretest_622
22,"CCCOc1cc2c(ccc(c2c(c1NC)OCCC)C(=O)[O-])C(=O)[O-].CCCOc1nc2c(nc1NC)cc(c(c2OCCC)NC)NC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_623",V.IPXZQQFHVSYHFE.OZNNVVBQWHRHHH.YFCMHOYMSUITSU.YKJOCQJVSXDEDH.MOFkey-v1.nbo,['[Cu][Cu]'],"['CCCOc1cc2c(ccc(c2c(c1NC)OCCC)C(=O)[O-])C(=O)[O-]', 'CCCOc1nc2c(nc1NC)cc(c(c2OCCC)NC)NC', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",CCCOc1cc2c(ccc(c2c(c1NC)OCCC)C(=O)[O-])C(=O)[O-].CCCOc1nc2c(nc1NC)cc(c(c2OCCC)NC)NC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-],"nbo,bcu",0,mof_unit_pretest_623
23,"COC(=C[CH][C]([C]1C(=NN=C1OC)F)OC)[C]1[C](F)[N]N=C1OC.COC1(OC)c2c(ccc(c2C1(OC)OC)C1=CN=N[CH]1)C1=CN=N[CH]1.COC1(OC)c2c(ccc(c2C1(OC)OC)[C]1C=NN=C1)C1=CN=N[CH]1.COC1C(OC)c2c1c(ccc2C1=C(F)[N]N=C1F)[C]1C=NN=C1.COC1C(OC)c2c1c(ccc2C1=C[N]N=C1)C1=C(F)N=N[C]1F.COC1C(OC)c2c1c(ccc2C1=C[N]N=C1)C1=C(F)[N]N=C1F.CO[C]([C]1C(=NN=C1OC)F)[CH]C=C([C]1C(=NN=C1OC)F)OC.[Ni] MOFid-v1.nbo,bcu.cat0;mof_unit_pretest_624",V.BGQJXIXFRPHACY.FKKKZOGZGIXBJZ.FXSQCJLVOHRSSZ.VTEYJKZVKHNURO.MOFkey-v1.nbo,['[Ni]'],"['COC(=C[CH][C]([C]1C(=NN=C1OC)F)OC)[C]1[C](F)[N]N=C1OC', 'COC1(OC)c2c(ccc(c2C1(OC)OC)C1=CN=N[CH]1)C1=CN=N[CH]1', 'COC1(OC)c2c(ccc(c2C1(OC)OC)[C]1C=NN=C1)C1=CN=N[CH]1', 'COC1C(OC)c2c1c(ccc2C1=C(F)[N]N=C1F)[C]1C=NN=C1', 'COC1C(OC)c2c1c(ccc2C1=C[N]N=C1)C1=C(F)N=N[C]1F', 'COC1C(OC)c2c1c(ccc2C1=C[N]N=C1)C1=C(F)[N]N=C1F', 'CO[C]([C]1C(=NN=C1OC)F)[CH]C=C([C]1C(=NN=C1OC)F)OC']",COC(=C[CH][C]([C]1C(=NN=C1OC)F)OC)[C]1[C](F)[N]N=C1OC.COC1(OC)c2c(ccc(c2C1(OC)OC)C1=CN=N[CH]1)C1=CN=N[CH]1.COC1(OC)c2c(ccc(c2C1(OC)OC)[C]1C=NN=C1)C1=CN=N[CH]1.COC1C(OC)c2c1c(ccc2C1=C(F)[N]N=C1F)[C]1C=NN=C1.COC1C(OC)c2c1c(ccc2C1=C[N]N=C1)C1=C(F)N=N[C]1F.COC1C(OC)c2c1c(ccc2C1=C[N]N=C1)C1=C(F)[N]N=C1F.CO[C]([C]1C(=NN=C1OC)F)[CH]C=C([C]1C(=NN=C1OC)F)OC.[Ni],"nbo,bcu",0,mof_unit_pretest_624
