,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
10,"CCC(=CC=CC(=O)[O-])C(=O)[O-].CCc1c(OC)c(C#Cc2c(OC)c(CC)c(c(c2OC)CC)C(=O)[O-])c(c(c1C(=O)[O-])CC)OC.[Cu][Cu].[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR,pcu.cat0;mof_unit_pretest_1536",Zn.NXYYTZJIAWGIDF.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Cu][Cu]'],"['CCC(=CC=CC(=O)[O-])C(=O)[O-]', 'CCc1c(OC)c(C#Cc2c(OC)c(CC)c(c(c2OC)CC)C(=O)[O-])c(c(c1C(=O)[O-])CC)OC', '[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]']",CCC(=CC=CC(=O)[O-])C(=O)[O-].CCc1c(OC)c(C#Cc2c(OC)c(CC)c(c(c2OC)CC)C(=O)[O-])c(c(c1C(=O)[O-])CC)OC.[Cu][Cu].[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-],"ERROR,pcu",0,mof_unit_pretest_1536
11,BrC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].Brc1cccc(c1)c1cc(C(=O)[O-])c(cc1C(=O)[O-])c1ccccc1N.[Cu][Cu].[O-]C(=O)c1ccc(c2c1CC2(N)Br)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_1537,Zn.IVHBREJLPGXBAS.LZRCNFAAPCEGHW.NEQFBGHQPUXOFH.MOFkey-v1.pcu,['[Cu][Cu]'],"['BrC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'Brc1cccc(c1)c1cc(C(=O)[O-])c(cc1C(=O)[O-])c1ccccc1N', '[O-]C(=O)c1ccc(c2c1CC2(N)Br)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]']",BrC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].Brc1cccc(c1)c1cc(C(=O)[O-])c(cc1C(=O)[O-])c1ccccc1N.[Cu][Cu].[O-]C(=O)c1ccc(c2c1CC2(N)Br)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-],pcu,0,mof_unit_pretest_1537
12,[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1538,Cu.APUDMCNQOAJBKJ.BNQWOIUGVBHRBY.DOUJZNSITGKPQO.FCTSJYJIPFLXPL.GSXGQLDDEHETJU.ZYYSCZWIQPVKJW.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)[O-]']",[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,0,mof_unit_pretest_1538
13,N#CC=CC#N.[O-]C(=O)C#CC=CC#CC(=O)[O-].[O-]C(=O)c1c(I)cc(c(c1C)I)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(I)cc3c2c(cc1)C(=O)N(C3=O)c1cc(I)c(c(c1I)C)C(=O)[O-])I.[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1539,Cu.GOOXBMRYAABKGY.KHBQSXVKGBBDAL.SUWUPUWPGJRZAT.MOFkey-v1.pcu,['[Zn][Zn]'],"['N#CC=CC#N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)c1c(I)cc(c(c1C)I)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(I)cc3c2c(cc1)C(=O)N(C3=O)c1cc(I)c(c(c1I)C)C(=O)[O-])I']",N#CC=CC#N.[O-]C(=O)C#CC=CC#CC(=O)[O-].[O-]C(=O)c1c(I)cc(c(c1C)I)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(I)cc3c2c(cc1)C(=O)N(C3=O)c1cc(I)c(c(c1I)C)C(=O)[O-])I.[Zn][Zn],pcu,0,mof_unit_pretest_1539
14,CCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[O-]C(=O)c1cc(c2ccccc2)c(cc1c1ccccc1)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1540,Zn.TXXHDPDFNKHHGW.XBKUGIJTCKASKU.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2', '[O-]C(=O)c1cc(c2ccccc2)c(cc1c1ccccc1)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]']",CCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[O-]C(=O)c1cc(c2ccccc2)c(cc1c1ccccc1)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_1540
15,O=Cc1c(C(=O)[O-])c(C=O)c(c(c1C=O)C(=O)[O-])C=O.O=Cc1c(C(=O)[O-])c2c(C=O)c(Cl)c(c(c2c(c1Cl)C(=O)[O-])Cl)Cl.O=Cc1c(Cl)c(C(=O)[O-])c(c(c1C(=O)[O-])Cl)Cl.O=Cc1cc(C(=O)[O-])c(c(c1C(=O)[O-])Cl)Cl.[Cu][Cu] MOFid-v1.pcu.cat0;mof_unit_pretest_1541,Zn.IVHBREJLPGXBAS.LZRCNFAAPCEGHW.NEQFBGHQPUXOFH.MOFkey-v1.pcu,['[Cu][Cu]'],"['O=Cc1c(C(=O)[O-])c(C=O)c(c(c1C=O)C(=O)[O-])C=O', 'O=Cc1c(C(=O)[O-])c2c(C=O)c(Cl)c(c(c2c(c1Cl)C(=O)[O-])Cl)Cl', 'O=Cc1c(Cl)c(C(=O)[O-])c(c(c1C(=O)[O-])Cl)Cl', 'O=Cc1cc(C(=O)[O-])c(c(c1C(=O)[O-])Cl)Cl']",O=Cc1c(C(=O)[O-])c(C=O)c(c(c1C=O)C(=O)[O-])C=O.O=Cc1c(C(=O)[O-])c2c(C=O)c(Cl)c(c(c2c(c1Cl)C(=O)[O-])Cl)Cl.O=Cc1c(Cl)c(C(=O)[O-])c(c(c1C(=O)[O-])Cl)Cl.O=Cc1cc(C(=O)[O-])c(c(c1C(=O)[O-])Cl)Cl.[Cu][Cu],pcu,0,mof_unit_pretest_1541
16,CCC(=CC=CC(=O)[O-])C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1542,Zn.IVHBREJLPGXBAS.LZRCNFAAPCEGHW.NEQFBGHQPUXOFH.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCC(=CC=CC(=O)[O-])C(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]']",CCC(=CC=CC(=O)[O-])C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,0,mof_unit_pretest_1542
17,CNc1cc2c(ccc(c2c(c1C=O)NC)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_1543,Zn.AEVYETXILYBCBB.NEQFBGHQPUXOFH.VPNHZAKITSXAFU.MOFkey-v1.pcu,['[Cu][Cu]'],"['CNc1cc2c(ccc(c2c(c1C=O)NC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",CNc1cc2c(ccc(c2c(c1C=O)NC)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC(=O)[O-],pcu,0,mof_unit_pretest_1543
18,CNc1cc(ccc1C(=O)[O-])c1ccc(c(c1)I)C(=O)[O-].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1544,Zn.NXYYTZJIAWGIDF.USZXDNVMPDEEBP.MOFkey-v1.pcu,['[Zn][Zn]'],"['CNc1cc(ccc1C(=O)[O-])c1ccc(c(c1)I)C(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']",CNc1cc(ccc1C(=O)[O-])c1ccc(c(c1)I)C(=O)[O-].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_1544
19,O=Cc1c(C(=O)[O-])c(C=O)c(c(c1N(=O)=O)C1=N[N]C(=N[N]1)c1c(N(=O)=O)c(C=O)c(c(c1N(=O)=O)C=O)C(=O)[O-])N(=O)=O.[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1545,Zn.SUWUPUWPGJRZAT.YTIVTFGABIZHHX.ZXPUUGBDPKVBTH.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],"['O=Cc1c(C(=O)[O-])c(C=O)c(c(c1N(=O)=O)C1=N[N]C(=N[N]1)c1c(N(=O)=O)c(C=O)c(c(c1N(=O)=O)C=O)C(=O)[O-])N(=O)=O', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]']",O=Cc1c(C(=O)[O-])c(C=O)c(c(c1N(=O)=O)C1=N[N]C(=N[N]1)c1c(N(=O)=O)c(C=O)c(c(c1N(=O)=O)C=O)C(=O)[O-])N(=O)=O.[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,0,mof_unit_pretest_1545
20,COC1C(N)C2(CCC1(C(=O)[O-])C(C2)N)C(=O)[O-].COC1CC2(CC(C1(CC2(N)N)C(=O)[O-])(N)OC)C(=O)[O-].COC1CC2(CCC1(CC2(N)N)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1546,"V.IVHBREJLPGXBAS.OPTSVFCNOLABCP.MOFkey-v1.pcu
DVVLN.MOFkey-v1.pcu",['[Zn][Zn]'],"['COC1C(N)C2(CCC1(C(=O)[O-])C(C2)N)C(=O)[O-]', 'COC1CC2(CC(C1(CC2(N)N)C(=O)[O-])(N)OC)C(=O)[O-]', 'COC1CC2(CCC1(CC2(N)N)C(=O)[O-])C(=O)[O-]']",COC1C(N)C2(CCC1(C(=O)[O-])C(C2)N)C(=O)[O-].COC1CC2(CC(C1(CC2(N)N)C(=O)[O-])(N)OC)C(=O)[O-].COC1CC2(CCC1(CC2(N)N)C(=O)[O-])C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_1546
21,CNC12C3C4C2(C2(C1C3(C42)C(=O)[O-])N(=O)=O)C(=O)[O-].CNc1c(c2ccc(cc2)C(=O)[O-])c(NC)c(c(c1N(=O)=O)C(=O)[O-])N(=O)=O.O=N(=O)c1cc(cc(c1C(=O)[O-])N(=O)=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1547,Zn.NXYYTZJIAWGIDF.USZXDNVMPDEEBP.MOFkey-v1.pcu,['[Zn][Zn]'],"['CNC12C3C4C2(C2(C1C3(C42)C(=O)[O-])N(=O)=O)C(=O)[O-]', 'CNc1c(c2ccc(cc2)C(=O)[O-])c(NC)c(c(c1N(=O)=O)C(=O)[O-])N(=O)=O', 'O=N(=O)c1cc(cc(c1C(=O)[O-])N(=O)=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']",CNC12C3C4C2(C2(C1C3(C42)C(=O)[O-])N(=O)=O)C(=O)[O-].CNc1c(c2ccc(cc2)C(=O)[O-])c(NC)c(c(c1N(=O)=O)C(=O)[O-])N(=O)=O.O=N(=O)c1cc(cc(c1C(=O)[O-])N(=O)=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_1547
22,[O-]C(=O)c1c(F)cc(c2c1CC2(F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(c2c1CC2)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1548,Zn.SUWUPUWPGJRZAT.YTIVTFGABIZHHX.ZXPUUGBDPKVBTH.MOFkey-v1.pcu,['[Zn][Zn]'],"['[O-]C(=O)c1c(F)cc(c2c1CC2(F)F)C(=O)[O-]', '[O-]C(=O)c1cc(F)c(c2c1CC2)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]']",[O-]C(=O)c1c(F)cc(c2c1CC2(F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(c2c1CC2)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_1548
23,C[NH]=C([C](C#CC(=O)[O-])C=O)C#CC(=O)[O-].O=CC(=C(C#CC(=O)[O-])C=O)C#CC(=O)[O-].O=CC(=CC#CC(=O)[O-])C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1549,,['[Zn][O]([Zn])([Zn])[Zn]'],"['C[NH]=C([C](C#CC(=O)[O-])C=O)C#CC(=O)[O-]', 'O=CC(=C(C#CC(=O)[O-])C=O)C#CC(=O)[O-]', 'O=CC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",C[NH]=C([C](C#CC(=O)[O-])C=O)C#CC(=O)[O-].O=CC(=C(C#CC(=O)[O-])C=O)C#CC(=O)[O-].O=CC(=CC#CC(=O)[O-])C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,0,mof_unit_pretest_1549
24,FC(=C(c1ccc(c(c1)F)C(=O)[O-])F)c1ccc(c(c1)F)C(=O)[O-].Fc1nc(I)cc(c1)c1cc(F)nc(c1)I.[O-]C(=O)c1c(F)cc(c(c1F)I)c1cc(F)c(c(c1I)F)C(=O)[O-].[Zn][Zn] MOFid-v1.nbo.cat0;mof_unit_pretest_1550,Zn.PEBYYQQSJMFRLA.SKEVACLBSUPVSZ.YMZQDYFNVZCYAZ.MOFkey-v1.nbo,['[Zn][Zn]'],"['FC(=C(c1ccc(c(c1)F)C(=O)[O-])F)c1ccc(c(c1)F)C(=O)[O-]', 'Fc1nc(I)cc(c1)c1cc(F)nc(c1)I', '[O-]C(=O)c1c(F)cc(c(c1F)I)c1cc(F)c(c(c1I)F)C(=O)[O-]']",FC(=C(c1ccc(c(c1)F)C(=O)[O-])F)c1ccc(c(c1)F)C(=O)[O-].Fc1nc(I)cc(c1)c1cc(F)nc(c1)I.[O-]C(=O)c1c(F)cc(c(c1F)I)c1cc(F)c(c(c1I)F)C(=O)[O-].[Zn][Zn],nbo,0,mof_unit_pretest_1550
